addr1,addr2,areacode,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,cpyrhtDivCd,mapx,mapy,mlevel,modifiedtime,sigungucode,tel,title,zipcode,lDongRegnCd,lDongSignguCd,lclsSystm1,lclsSystm2,lclsSystm3
경기도 안산시 상록구 감골로 173 (사동),,,,,,2901530,39,20221108135008,https://tong.visitkorea.or.kr/cms/resource/12/2901512_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/12/2901512_image3_1.jpg,Type3,126.85799003765526,37.297065419866186,6,20260414091950,,,가경목장,15583,41,271,FD,FD01,FD010100
경기도 의정부시 가능동,15-28,31,A02,A0202,A02020700,3482667,12,20250318170121,http://tong.visitkorea.or.kr/cms/resource/68/3482668_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/68/3482668_image3_1.jpg,Type3,127.0455151412,37.7533531645,6,20250318170732,25,,가금철교 문화공원,11685,41,150,VE,VE03,VE030400
경기도 양주시 장흥면 권율로 117,,31,A02,A0202,A02020600,129194,12,20060807090000,http://tong.visitkorea.or.kr/cms/resource/83/3559483_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/83/3559483_image3_1.jpg,Type1,126.9491636401,37.7250130611,6,20251030173026,18,,가나아트파크,11520,41,630,VE,VE02,VE020100
경기도 고양시 덕양구 행주로15번길 16,,31,A05,A0502,A05020100,2894914,39,20221103152309,http://tong.visitkorea.or.kr/cms/resource/91/2894891_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/91/2894891_image3_1.jpg,Type3,126.8278865647,37.6009169989,6,20250418143546,2,,가나안국수,10440,41,281,FD,FD01,FD010100
경기도 고양시 일산동구 애니골길 54 (풍동),,31,A05,A0502,A05020100,2831563,39,20220803105028,http://tong.visitkorea.or.kr/cms/resource/54/2831554_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/54/2831554_image3_1.JPG,Type3,126.7921100429,37.6721941761,6,20250421133912,2,,가나안장어마을,10301,41,285,FD,FD01,FD010100
경기도 여주시 가남읍 대명산길 98,,31,A02,A0202,A02020700,2777865,12,20211123182854,http://tong.visitkorea.or.kr/cms/resource/71/2777971_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/71/2777971_image2_1.jpg,Type3,127.5349142281,37.2017093544,6,20250731161057,20,,가남체육공원,12662,41,670,VE,VE03,VE030500
경기도 가평군 북면 목동리,산 1-1,31,A01,A0101,A01010400,125462,12,20030331090000,http://tong.visitkorea.or.kr/cms/resource/24/1900124_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/24/1900124_image3_1.jpg,Type3,127.6121190936,37.9405556371,6,20251120135219,1,,가덕산,12403,41,820,NA,NA01,NA010100
경기도 파주시 탄현면 헤이리마을길 59-52,,31,A05,A0502,A05020900,2846052,39,20220830150043,http://tong.visitkorea.or.kr/cms/resource/27/2846027_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/27/2846027_image3_1.JPG,Type3,126.6961266153,37.7897037711,6,20250728112948,27,,가드너스,10859,41,480,FD,FD05,FD050100
경기도 구리시 동구릉로460번길 114 (사노동),,31,A05,A0502,A05020900,2901496,39,20221108134213,http://tong.visitkorea.or.kr/cms/resource/91/2901491_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/91/2901491_image3_1.jpg,Type3,127.1445094162,37.6379322725,6,20250430105211,6,,가드니아 제빵소 본점,11906,41,310,FD,FD03,FD030100
경기도 남양주시 강변북로632번길 57-28 (수석동),,,,,,798518,39,20090907191546,https://tong.visitkorea.or.kr/cms/resource/99/3568799_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/99/3568799_image3_1.jpg,Type3,127.17413422606717,37.58774484472282,6,20260417133837,,,가든갤러리,12268,41,360,FD,FD02,FD020300
경기도 광주시 남종면 산수로 1633-20,,31,A05,A0502,A05020200,2736710,39,20210826202304,http://tong.visitkorea.or.kr/cms/resource/69/2750669_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/69/2750669_image3_1.jpg,Type3,127.2991160804,37.4959348976,6,20250115171148,5,,가람,12708,41,610,FD,FD02,FD020300
경기도 파주시 소라지로327번길 126-21,(송촌동),31,B02,B0201,B02011600,2627867,32,20191021220426,,,,126.6891949040,37.7547493903,,20241126104303,27,,가람나무,10863,41,480,AC,AC03,AC030200
경기도 남양주시 화도읍 북한강로1570번길 16,,,,,,3045767,28,20231122100649,https://tong.visitkorea.or.kr/cms/resource/53/3045753_image2_1.JPG,https://tong.visitkorea.or.kr/cms/resource/53/3045753_image3_1.JPG,Type3,127.36800164257528,37.64767052809853,6,20260408150146,,,가람수상스키,12193,41,360,LS,LS02,LS021400
경기도 용인시 처인구 원삼면 원양로 250-14,,,,,,2860249,39,20220926181650,,,,127.306719437255,37.182267561719,6,20260304100426,,,가람오리구이,17167,41,461,FD,FD01,FD010100
경기도 포천시 창수면 포천로2811번길 178,,31,A03,A0302,A03021700,2726655,28,20210722181010,http://tong.visitkorea.or.kr/cms/resource/22/2726922_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/22/2726922_image3_1.jpg,Type3,127.1571618898,37.9931883432,6,20250805131336,29,,가래골농원캠핑장,11134,41,650,AC,AC05,AC050100
경기도 양주시 광적면 가납리 738-29,,31,A04,A0401,A04010200,2748296,38,20210924015015,http://tong.visitkorea.or.kr/cms/resource/71/2748271_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/71/2748271_image2_1.jpg,Type3,126.9841492836,37.8238327341,6,20250620113641,18,,가래비시장(가납시장),,41,630,SH,SH06,SH060200
경기도 여주시 점동면 가래울길 29,,31,A05,A0502,A05020100,2768070,39,20211104184606,http://tong.visitkorea.or.kr/cms/resource/93/2768293_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/93/2768293_image3_1.jpg,Type3,127.6756069815,37.2051837464,6,20250701142707,20,,가래울해장국,12665,41,670,FD,FD01,FD010100
경기도 양평군 지평면 옥현리,1452-7,31,A02,A0203,A02030100,1553085,12,20120216000046,http://tong.visitkorea.or.kr/cms/resource/49/3465849_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/3465849_image3_1.jpg,Type3,127.6145192906,37.4519513148,6,20251105101918,19,,가루매마을,12544,41,830,EX,EX03,EX030100
경기도 포천시 이동면 도평리,,31,A01,A0101,A01010400,125463,12,20030725090000,,,,127.4080179724,38.0450563404,6,20251204161652,29,,가리산(포천),11110,41,650,NA,NA01,NA010100
경기도 파주시 탄현면 새오리로 68,,31,A05,A0502,A05020100,2832447,39,20220804113402,http://tong.visitkorea.or.kr/cms/resource/46/2832446_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/46/2832446_image3_1.jpg,Type3,126.6858608619,37.7906479225,6,20250725135942,27,,가림시골밥상,10858,41,480,FD,FD01,FD010100
경기도 양주시 장흥면 북한산로 1028,,31,A05,A0502,A05020100,2525533,39,20171226190132,,,,126.9712897230,37.7135870113,6,20251110172223,18,,가마골백숙,11523,41,630,FD,FD01,FD010100
경기도 광명시 안양천로 459 (철산동),,31,A05,A0502,A05020100,2736051,39,20210823190215,http://tong.visitkorea.or.kr/cms/resource/34/2774734_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/34/2774734_image2_1.jpeg,Type3,126.8695942571,37.4884752575,6,20250424182557,4,,가마솥밥상 철산본점,14225,41,210,FD,FD01,FD010100
경기도 이천시 마장면 서이천로 129-3,,31,A05,A0502,A05020100,2850291,39,20220906154845,http://tong.visitkorea.or.kr/cms/resource/76/2850276_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/76/2850276_image3_1.jpg,Type3,127.3733830863,37.2475372344,6,20250724101829,26,,가마솥보리밥집,17385,41,500,FD,FD01,FD010100
경기도 과천시 과천대로 161 (갈현동),,31,A05,A0502,A05020100,2838121,39,20220817153655,http://tong.visitkorea.or.kr/cms/resource/14/2838114_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/14/2838114_image3_1.jpeg,Type3,126.9845580461,37.4161440406,6,20250424152011,3,,가마솥회관,13840,41,290,FD,FD01,FD010100
경기도 의왕시 양지편로 41-2 (청계동),,31,A02,A0202,A02020700,2745573,12,20210915232109,http://tong.visitkorea.or.kr/cms/resource/76/3550376_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/76/3550376_image3_1.jpg,Type1,126.9957160518,37.3916804112,6,20251023143000,24,,가막들공원,16007,41,430,VE,VE03,VE030100
경기도 양주시 장흥면 권율로 265-30,,31,A05,A0502,A05020900,2855482,39,20220919164725,http://tong.visitkorea.or.kr/cms/resource/69/2855469_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/69/2855469_image3_1.jpg,Type3,126.9518630226,37.7380227058,6,20250623112030,18,,가배,11519,41,630,FD,FD05,FD050100
경기도 수원시 팔달구 장다리로 282 (인계동),,31,A05,A0502,A05020100,602895,39,20080804223022,http://tong.visitkorea.or.kr/cms/resource/17/2926717_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/17/2926717_image3_1.jpg,Type3,127.0286663492,37.2743223786,6,20250731160532,13,,가보정갈비,16481,41,115,FD,FD01,FD010100
경기도 포천시 산정호수로 849-130,,31,A05,A0502,A05020900,2922967,39,20221128093944,http://tong.visitkorea.or.kr/cms/resource/59/2922959_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/59/2922959_image3_1.jpg,Type3,127.3204639940,38.0747984765,6,20250117104307,29,,가비가배,11103,41,650,FD,FD05,FD050100
경기도 성남시 분당구 안골로 33 (서현동),,31,A05,A0502,A05020900,2870356,39,20221019135130,http://tong.visitkorea.or.kr/cms/resource/47/2870347_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/47/2870347_image3_1.png,Type3,127.1351285492,37.3858391449,6,20250521095526,12,,가비양,13572,41,135,FD,FD05,FD050100
경기도 화성시 동학산2길 7 (석우동),,31,A05,A0502,A05020100,2917485,39,20221124134307,http://tong.visitkorea.or.kr/cms/resource/75/2917475_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/75/2917475_image3_1.png,Type3,127.0746635561,37.2249844679,6,20250826092800,31,,가빈정,18450,41,590,FD,FD01,FD010100
경기도 포천시 가산면 우금길 13-32,,31,A03,A0303,A03030500,2752670,28,20211005184038,http://tong.visitkorea.or.kr/cms/resource/15/2752815_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/15/2752815_image2_1.jpg,Type3,127.2126089189,37.8253839198,6,20250819092635,29,,가산낚시터 (구 우금저수지),11166,41,650,LS,LS02,LS020500
경기도 용인시 처인구 포곡읍 가실리,190-14,,,,,3023389,12,20231024111746,https://tong.visitkorea.or.kr/cms/resource/50/3493450_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/50/3493450_image3_1.jpg,Type3,127.195,37.2938,6,20260305173635,,,가실벚꽃길,17021,41,461,VE,VE04,VE040100
경기도 광명시 일직로12번길 21 (일직동),,31,A05,A0502,A05020100,2846903,39,20220831141611,http://tong.visitkorea.or.kr/cms/resource/97/2846897_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/97/2846897_image3_1.JPG,Type3,126.8826310761,37.4208694508,6,20250425092542,4,,가야밀면,14344,41,210,FD,FD01,FD010100
경기도 고양시 일산서구 호수로856번길 8-9 (대화동),,31,A05,A0502,A05020100,2891928,39,20221031162731,http://tong.visitkorea.or.kr/cms/resource/13/2891913_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/13/2891913_image3_1.jpg,Type3,126.7486418310,37.6708852204,6,20250423132516,2,,가야밀면돼지국밥 일산본점,10383,41,287,FD,FD01,FD010100
경기도 안성시 양성면 양성로 688-4,,31,A05,A0502,A05020100,2736701,39,20210826200927,http://tong.visitkorea.or.kr/cms/resource/61/2759161_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/61/2759161_image2_1.png,Type3,127.2203231010,37.1073534536,6,20250617120623,16,,가야정,17501,41,550,FD,FD01,FD010100
경기도 용인시 기흥구 하갈로 98 (하갈동),,31,A05,A0502,A05020100,2739440,39,20210902232102,http://tong.visitkorea.or.kr/cms/resource/50/2775150_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/50/2775150_image2_1.jpg,Type3,127.0981133313,37.2562951524,6,20250717093156,23,,가오리와 방패연,17096,41,463,FD,FD01,FD010100
경기도 의왕시 왕송못서길 149 (초평동),,31,A05,A0502,A05020100,2852072,39,20220908143235,http://tong.visitkorea.or.kr/cms/resource/67/2852067_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/67/2852067_image3_1.jpeg,Type3,126.9418761544,37.3048339630,6,20250721133816,24,,가온길,16109,41,430,FD,FD01,FD010100
경기도 수원시 영통구 영통로 277-3 (신동),,31,A05,A0502,A05020100,2844697,39,20220829095038,http://tong.visitkorea.or.kr/cms/resource/92/2844692_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/92/2844692_image3_1.jpg,Type3,127.0595030864,37.2512311585,6,20250526163931,13,,가원,16679,41,117,FD,FD01,FD010100
경기도 과천시 새빛로 24 (문원동),,31,A02,A0206,A02060500,2714751,14,20210428192402,http://tong.visitkorea.or.kr/cms/resource/86/3565386_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/3565386_image3_1.jpg,Type3,126.9992398229,37.4240072797,6,20251111172748,3,,가원미술관,13826,41,290,VE,VE07,VE070600
경기도 파주시 적성면 감악산로 1473,,31,A05,A0502,A05020100,2875310,39,20221026095144,http://tong.visitkorea.or.kr/cms/resource/98/2875298_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/98/2875298_image3_1.jpg,Type3,126.9207117917,37.9772303573,6,20250729111937,27,,가월리손두부,10802,41,480,FD,FD01,FD010100
,,31,C01,C0114,C01140001,2514028,25,20171103202428,http://tong.visitkorea.or.kr/cms/resource/17/1589717_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/17/1589717_image3_1.jpg,Type3,127.3584173556,37.0653607848,,20230808165859,16,,가을은 향기로운 허브와 맑은 공기로 몸과 마음을 채우자,,41,550,C01,C0114,C01140001
경기도 김포시 고촌읍 아라육로152번길 100,1층,,,,,2927087,38,20221031144219,https://tong.visitkorea.or.kr/cms/resource/88/4021288_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/88/4021288_image3_1.jpg,Type3,126.785233626536,37.5972368549658,6,20260318101005,,,가이거 현대프리미엄아울렛 김포점,10135,41,570,SH,SH04,SH040300
,,31,C01,C0112,C01120001,1942787,25,20140822013653,http://tong.visitkorea.or.kr/cms/resource/71/1593471_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/71/1593471_image3_1.jpg,Type3,126.8139149802,37.3257653744,6,20240129101412,15,,가족끼리 대부도 나들이,,41,270,C01,C0112,C01120001
경기도 남양주시 수동면 비룡로 1603,,31,A03,A0302,A03021700,2738718,28,20210901200909,http://tong.visitkorea.or.kr/cms/resource/41/2739041_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/41/2739041_image3_1.JPG,Type3,127.2736720245,37.7559681143,6,20250513155541,9,,가족쉼터,12024,41,360,AC,AC05,AC050100
경기도 고양시 일산동구 경의로 459-112 (정발산동),,31,A05,A0502,A05020300,2874859,39,20221025143419,http://tong.visitkorea.or.kr/cms/resource/57/2874857_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/57/2874857_image3_1.jpg,Type3,126.7857412479,37.6698221165,6,20250422150400,2,,가츠잇,10406,41,285,FD,FD02,FD020200
경기도 가평군 북면 꽃넘이길 115-82,가둘기정원,,B02,B0201,B02010700,3102216,32,20240217153116,,,,127.5163456797,37.9003946501,6,20240731101125,,,가평 가둘기정원 키즈풀빌라 가족 스파 온수수영장 펜션,12405,41,820,AC,AC03,AC030100
경기도 가평군 장수로 156-20,,31,A03,A0302,A03021700,2909629,28,20221116103726,http://tong.visitkorea.or.kr/cms/resource/17/2909617_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/17/2909617_image3_1.JPG,Type3,127.5086546484,37.6176301595,6,20250410150900,1,,가평 네잎클로버 카라반 글램핑,12471,41,820,AC,AC05,AC050100
경기도 가평군 가평읍 장터길 14,,31,A03,A0302,A03022700,2361081,28,20160113005508,http://tong.visitkorea.or.kr/cms/resource/45/3096245_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/45/3096245_image3_1.jpg,Type1,127.5158755988,37.8290223933,6,20251023144737,1,,가평 레일바이크,12419,41,820,LS,LS01,LS011900
경기도 가평군 상면 물골길 120,,31,A03,A0302,A03021700,2763412,28,20211027185741,http://tong.visitkorea.or.kr/cms/resource/30/2763630_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/30/2763630_image2_1.JPG,Type3,127.3143381914,37.8368094476,6,20250327112608,1,,가평 물골숲 계곡 캠핑장,12440,41,820,AC,AC05,AC050100
경기도 가평군 상면 한사간길 85-107,,31,A03,A0302,A03021700,2752045,28,20210930234246,http://tong.visitkorea.or.kr/cms/resource/69/2752069_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/69/2752069_image3_1.JPG,Type3,127.3584688745,37.7895490907,6,20250411184618,1,,가평 사과나무 캠핑장,12445,41,820,AC,AC05,AC050100
경기도 가평군 가평읍 용추로 238,,31,A02,A0203,A02030100,630461,12,20081001023346,http://tong.visitkorea.or.kr/cms/resource/21/3346921_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/21/3346921_image3_1.jpg,Type3,127.4877442849,37.8475697154,6,20250315122025,1,,가평 아홉마지기마을,12408,41,820,EX,EX03,EX030100
경기도 가평군 북면 백둔로 417-11,,31,A02,A0203,A02030100,129285,12,20061031090000,http://tong.visitkorea.or.kr/cms/resource/82/3475682_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/82/3475682_image3_1.JPG,Type3,127.4626644345,37.9014296489,6,20250409135746,1,,가평 연인산마을,12406,41,820,EX,EX03,EX030100
경기도 가평군 상면 연하리,226,31,A01,A0102,A01020100,1200950,12,20110210213947,http://tong.visitkorea.or.kr/cms/resource/41/3549541_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/41/3549541_image3_1.jpg,Type3,127.3482167670,37.7986533985,6,20251023143000,1,,가평 연하리향나무,12444,41,820,NA,NA03,NA030200
경기도 가평군 상면 축령로 70,,31,A02,A0203,A02030100,129407,12,20061213090000,http://tong.visitkorea.or.kr/cms/resource/27/3386227_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/27/3386227_image3_1.JPG,Type3,127.3645382139,37.7741593259,6,20250318190819,1,,가평 영양잣마을,12448,41,820,EX,EX03,EX030300
경기도 가평군 가평읍 장터2길 10,,31,A04,A0401,A04010200,132785,38,20070508090000,http://tong.visitkorea.or.kr/cms/resource/91/3510791_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/91/3510791_image3_1.jpg,Type3,127.5147006795,37.8299194893,6,20250722104930,1,,가평 잣고을 전통시장,12419,41,820,SH,SH06,SH060200
경기도 가평군 북면 가화로 2369-19,,31,B02,B0201,B02010900,1979670,32,20141226184946,http://tong.visitkorea.or.kr/cms/resource/99/3574099_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/99/3574099_image3_1.jpg,Type3,127.4766560979,37.9525433965,6,20251126143720,1,,가평 하이랜드,12401,41,820,AC,AC04,AC040100
경기도 가평군 조종면 현창로44번길 14,,,,,,132786,38,20070508090000,https://tong.visitkorea.or.kr/cms/resource/70/3522870_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/70/3522870_image3_1.jpg,Type3,127.348978957159,37.8196545786134,6,20260323095249,,,가평 현리5일장,12437,41,820,SH,SH06,SH060100
경기도 가평군 가평읍 호반로 2540,,31,A02,A0205,A02050200,1104176,12,20101006023757,http://tong.visitkorea.or.kr/cms/resource/18/3386018_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/18/3386018_image3_1.JPG,Type3,127.5157483134,37.8126354086,6,20250318191023,1,,가평 현충탑,12422,41,820,HS,HS02,HS020100
경기도 가평군 조종면 명지산로 523,,31,A03,A0302,A03021700,2747505,28,20210923191833,http://tong.visitkorea.or.kr/cms/resource/69/2797269_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/69/2797269_image3_1.jpg,Type3,127.3845295262,37.9141267293,6,20250411181110,1,,가평 황정민키즈글램핑,12431,41,820,AC,AC05,AC050400
경기도 가평군 가평읍 자라섬로 60,,31,A02,A0207,A02070200,3490945,15,20250514164453,http://tong.visitkorea.or.kr/cms/resource/17/3493917_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/17/3493917_image3_1.jpg,Type3,127.5208753809,37.8209234278,6,20250528105729,1,070-8233-0333,가평군 반려동물 문화행사 활짝펫,12421,41,820,EV,EV01,EV010600
경기도 가평군 가평읍 중앙로 10,,,,,,3077222,12,20231024103926,https://tong.visitkorea.or.kr/cms/resource/10/3520210_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/10/3520210_image3_1.jpg,Type1,127.513257916364,37.8263840497731,6,20260319162647,,,가평군어린이음악놀이터,12420,41,820,EX,EX07,EX070200
경기도 가평군 가평읍 대곡리,563-2,31,A03,A0302,A03021700,2909594,28,20221116102705,http://tong.visitkorea.or.kr/cms/resource/70/2909570_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/70/2909570_image3_1.JPG,Type3,127.4903197575,37.8234531252,6,20250108151106,1,,가평글램핑 사그막끝마을,12416,41,820,AC,AC05,AC050100
경기도 가평군 설악면 유명로 1818-13,,31,A05,A0502,A05020100,2781442,39,20211126185720,http://tong.visitkorea.or.kr/cms/resource/94/2781694_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/94/2781694_image2_1.jpg,Type3,127.4727422665,37.6781252532,6,20250415164114,1,,가평냉면 부손 설악본점,12466,41,820,FD,FD01,FD010100
경기도 가평군 상면 수목원로 123,,31,A05,A0502,A05020900,2774105,39,20211112220012,http://tong.visitkorea.or.kr/cms/resource/18/2774118_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/18/2774118_image3_1.jpeg,Type3,127.3644412231,37.7664879947,6,20250415163904,1,,가평달맞이빵,12448,41,820,FD,FD05,FD050100
경기도 가평군 상면 수목원로 40,,31,A03,A0302,A03020600,2763770,28,20211027231527,http://tong.visitkorea.or.kr/cms/resource/04/2764004_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/04/2764004_image2_1.jpg,Type3,127.3704739088,37.7698654898,6,20250626135502,1,,가평레저카트장,12447,41,820,LS,LS01,LS010300
경기도 가평군 상면 임초밤안골로 207,,31,A03,A0302,A03021700,2792265,28,20211211023540,http://tong.visitkorea.or.kr/cms/resource/75/2800075_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/75/2800075_image3_1.JPG,Type3,127.3680913236,37.7516009037,6,20250414165748,1,,가평무릉도원캠핑장,12447,41,820,AC,AC05,AC050100
경기도 가평군 가평읍 문화로 131,,31,A02,A0206,A02060600,130220,14,20060608090000,http://tong.visitkorea.or.kr/cms/resource/34/1589034_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/34/1589034_image3_1.jpg,Type3,127.5085736093,37.8248171919,6,20251205152825,1,,가평문화예술회관,12416,41,820,VE,VE06,VE060100
경기도 가평군 가평읍 문화로 121,,31,A02,A0206,A02060700,129877,14,20071106103359,http://tong.visitkorea.or.kr/cms/resource/94/3475694_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/94/3475694_image3_1.JPG,Type3,127.5086764052,37.8239061890,6,20250731155629,1,,가평문화원,12416,41,820,VE,VE09,VE090100
경기도 가평군 가화로 1364-59,,31,B02,B0201,B02010700,2814152,32,20220318103837,http://tong.visitkorea.or.kr/cms/resource/11/2811411_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/11/2811411_image2_1.jpg,Type3,127.5134792182,37.9023138180,6,20250122161537,1,,가평미라몬티풀빌라펜션,12405,41,820,AC,AC03,AC030100
경기도 가평군 설악면 미사리로270번길 28,,,,,,3512952,12,20250724180807,https://tong.visitkorea.or.kr/cms/resource/73/3512773_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/73/3512773_image3_1.jpg,Type3,127.524729907459,37.6846531640473,6,20260311100340,,,가평베고니아새정원,12461,41,820,NA,NA04,NA040700
경기도 가평군 상면 둔덕말길 232,,,,,,131810,28,20041013090000,https://tong.visitkorea.or.kr/cms/resource/20/4002720_image2_1.JPG,https://tong.visitkorea.or.kr/cms/resource/20/4002720_image3_1.JPG,Type3,127.305446420872,37.7971307979864,6,20260317101258,,,가평베네스트 골프클럽,12443,41,820,LS,LS01,LS010400
경기도 가평군 설악면 방일리,355,31,A02,A0201,A02010700,1201082,12,20110210225513,http://tong.visitkorea.or.kr/cms/resource/57/3381857_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/57/3381857_image3_1.JPG,Type3,127.4915450327,37.6196823854,6,20250318191243,1,,가평별묘,12472,41,820,HS,HS01,HS010800
경기도 가평군 상면 청군로 261,,31,A03,A0302,A03021700,2726686,28,20210722221412,http://tong.visitkorea.or.kr/cms/resource/58/2726858_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/58/2726858_image2_1.JPG,Type3,127.4067210642,37.7541346509,6,20250410113352,1,,가평별빛누리글램핑,12446,41,820,AC,AC05,AC050400
경기도 가평군 설악면 한서로 421-259,,31,A03,A0302,A03021700,2726702,28,20210722225638,http://tong.visitkorea.or.kr/cms/resource/36/2726836_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/36/2726836_image3_1.jpg,Type3,127.5372922130,37.6691913675,6,20250410131343,1,,가평보리산캠핑장,12463,41,820,AC,AC05,AC050100
경기도 가평군 북면 가화로 988,,31,A03,A0302,A03021700,2747467,28,20210923183456,http://tong.visitkorea.or.kr/cms/resource/82/2747982_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/82/2747982_image2_1.JPG,Type3,127.5486293388,37.8837194109,6,20250411171647,1,,가평사계절캠핑장,12403,41,820,AC,AC05,AC050100
경기도 가평군 설악면 봉미산안길 190-27,,31,A03,A0302,A03021700,2740086,28,20210906200732,http://tong.visitkorea.or.kr/cms/resource/38/2740238_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/38/2740238_image2_1.JPG,Type3,127.5391213631,37.6163308714,6,20250626130857,1,,가평설악 하늘계곡 캠핑장,12471,41,820,AC,AC05,AC050100
경기도 가평군 상면 청군로 1579-14,,31,A03,A0302,A03021700,2763418,28,20211027185812,http://tong.visitkorea.or.kr/cms/resource/51/2797351_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/51/2797351_image2_1.jpg,Type3,127.3213767529,37.8259775043,6,20250414155329,1,,가평썬캠핑,12442,41,820,AC,AC05,AC050100
경기도 가평군 설악면 유명로 1209,,31,A05,A0502,A05020900,2724858,39,20210708180335,http://tong.visitkorea.or.kr/cms/resource/92/2723992_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/92/2723992_image3_1.jpg,Type3,127.4737542806,37.6438875816,6,20250415165724,1,,가평양떼목장카페,12469,41,820,FD,FD05,FD050100
,,31,C01,C0112,C01120001,2012017,25,20150624214452,http://tong.visitkorea.or.kr/cms/resource/61/1985061_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/61/1985061_image3_1.jpg,Type3,127.3519597486,37.7416600981,6,20230809152932,1,,"가평에서 만나보는 유럽, 이색체험 여행",,41,820,C01,C0112,C01120001
경기도 가평군 가평읍 달전리,627-1,,,,,3018553,28,20231006153614,https://tong.visitkorea.or.kr/cms/resource/05/3002105_image2_1.JPG,https://tong.visitkorea.or.kr/cms/resource/05/3002105_image3_1.JPG,Type3,127.5083,37.815,6,20260422135833,,,가평역레져,12422,41,820,LS,LS01,LS011500
